city,year,yield,station_id,MESS_DATUM,QN_3,FX,FM,QN_4,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040208,10.0,22.2,9.2,10,3.1,8.0,0.6,0.0,6.8,6.0,988.1,3.0,80.0,5.5,0.5,-0.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040209,10.0,20.5,10.2,10,0.6,7.0,2.0,0.0,5.5,5.4,1003.1,1.2,81.0,2.9,-0.6,-2.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040210,10.0,15.8,7.6,10,4.0,8.0,0.0,1.0,7.0,5.7,1009.1,0.7,88.0,3.4,-2.2,-4.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040211,10.0,12.3,5.3,10,0.1,8.0,0.4,4.0,6.9,5.8,1004.7,0.4,92.0,2.0,-2.5,-4.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040212,10.0,6.0,2.3,10,0.8,8.0,0.3,0.0,7.0,4.2,1015.4,-1.8,79.0,0.6,-4.4,-6.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040213,10.0,9.8,4.9,10,0.1,6.0,0.0,0.0,7.9,7.6,1012.2,4.0,93.0,7.0,0.4,0.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040214,10.0,8.5,4.3,10,0.1,6.0,0.1,0.0,7.7,8.2,1008.1,5.9,88.0,7.5,4.4,4.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040215,10.0,8.6,3.8,10,0.0,0.0,0.6,0.0,7.1,7.0,1006.6,3.8,87.0,5.1,2.1,1.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040216,10.0,7.1,3.4,10,0.0,0.0,0.0,0.0,7.5,5.9,1011.4,1.0,90.0,2.6,0.1,-1.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040217,10.0,9.0,4.6,10,0.6,6.0,0.0,0.0,8.0,6.2,1008.7,1.8,89.0,3.3,0.1,0.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040218,10.0,11.2,4.6,10,0.0,6.0,1.5,0.0,6.2,5.8,1003.1,2.0,83.0,3.9,-0.8,-4.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040219,10.0,10.1,5.7,10,0.0,7.0,0.0,0.0,6.5,4.6,1009.7,-0.6,79.0,0.6,-2.7,-4.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040220,10.0,14.0,7.0,10,0.0,0.0,9.4,0.0,1.2,3.7,1012.3,-1.5,68.0,3.0,-5.0,-6.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040221,10.0,11.6,4.8,10,0.0,0.0,6.2,0.0,4.0,3.7,1001.0,-0.2,64.0,3.9,-4.5,-6.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040222,10.0,9.8,3.4,10,0.0,8.0,0.0,0.0,6.3,4.4,989.6,0.0,73.0,2.4,-2.4,-4.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040223,10.0,9.6,4.9,10,0.0,7.0,0.0,0.0,6.7,4.3,994.9,-0.8,76.0,1.1,-4.2,-6.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040224,10.0,10.5,4.9,10,0.0,7.0,8.1,0.0,4.3,3.8,997.4,-0.2,64.0,4.1,-5.7,-8.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040225,10.0,11.6,6.1,10,0.0,7.0,2.1,0.0,6.4,4.7,988.5,0.1,76.0,3.5,-2.6,-4.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040226,10.0,7.7,3.4,10,0.0,7.0,1.6,0.0,5.5,4.3,985.0,-0.9,77.0,3.1,-4.5,-7.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040227,10.0,6.4,2.9,10,0.0,7.0,3.7,0.0,4.6,4.3,983.1,-2.1,82.0,2.0,-5.6,-8.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040228,10.0,5.7,2.9,10,0.0,0.0,5.8,0.0,3.0,4.0,988.2,-1.5,75.0,3.8,-5.7,-9.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040229,10.0,8.3,3.8,10,0.0,7.0,1.7,0.0,4.7,4.6,1001.2,-2.4,90.0,0.0,-6.0,-7.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040301,10.0,9.5,5.4,10,3.3,8.0,4.2,0.0,6.8,5.1,1010.7,-1.0,90.0,1.5,-3.3,-4.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040302,10.0,13.7,5.9,10,0.3,6.0,0.1,6.0,7.7,6.7,1007.9,2.1,94.0,4.8,-0.4,-0.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040303,10.0,14.1,6.4,10,0.3,6.0,0.0,0.0,7.2,6.6,1010.0,2.0,92.0,3.3,-2.9,-5.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040304,10.0,6.8,3.2,10,0.0,0.0,6.9,0.0,3.9,3.9,1012.0,-1.8,74.0,1.7,-6.1,-9.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040305,10.0,11.3,5.2,10,0.0,0.0,10.5,0.0,1.8,3.6,1009.6,-1.1,64.0,2.8,-5.0,-8.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040306,10.0,11.7,4.7,10,0.5,7.0,1.3,0.0,6.3,4.1,1002.3,-2.0,77.0,0.0,-5.6,-8.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040307,10.0,10.1,4.4,10,0.0,7.0,4.6,1.0,6.3,5.2,1004.4,1.2,80.0,5.1,-1.2,-5.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040308,10.0,8.0,3.4,10,0.0,7.0,5.9,0.0,4.7,5.0,1010.6,0.2,83.0,3.7,-2.9,-4.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040309,10.0,7.8,4.0,10,2.4,7.0,0.2,0.0,7.6,5.8,1011.7,-0.1,95.0,2.0,-1.5,-2.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040310,10.0,8.4,,10,0.5,7.0,0.0,4.0,7.8,6.3,1008.1,0.4,100.0,1.6,-0.5,-0.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040311,10.0,11.1,4.8,10,0.0,0.0,4.3,0.0,6.7,6.2,1005.7,2.3,86.0,6.5,-0.3,-1.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040312,10.0,9.6,4.8,10,0.0,0.0,8.8,0.0,4.4,5.9,1002.3,4.1,73.0,9.0,-1.8,-4.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040313,10.0,10.1,4.8,10,0.9,6.0,0.0,0.0,7.7,7.3,1002.9,7.1,72.0,11.5,3.8,2.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040314,10.0,11.3,5.2,10,0.0,0.0,6.2,0.0,5.6,8.5,1010.1,8.1,80.0,13.4,4.7,3.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040315,10.0,13.9,6.4,10,0.0,0.0,3.2,0.0,5.5,8.6,1012.4,9.9,71.0,13.5,6.7,4.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040316,10.0,10.6,5.5,10,0.0,0.0,3.9,0.0,5.3,10.1,1014.0,11.1,77.0,16.7,6.8,3.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040317,10.0,8.1,3.9,10,0.0,0.0,10.3,0.0,1.6,9.9,1011.9,12.1,73.0,20.0,4.9,1.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040318,10.0,6.7,3.4,10,0.0,0.0,5.1,0.0,4.5,10.5,1006.9,11.4,77.0,16.3,5.4,1.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040319,10.0,18.8,7.1,10,3.5,6.0,2.2,0.0,7.0,9.4,999.6,12.8,64.0,16.7,9.7,6.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040320,10.0,25.2,10.3,10,7.6,6.0,0.7,0.0,7.7,10.0,990.5,11.0,76.0,14.3,6.5,5.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040321,10.0,25.5,12.5,10,0.1,6.0,6.2,0.0,4.8,8.0,985.3,9.4,68.0,13.4,5.1,3.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040322,10.0,17.9,8.1,10,0.3,8.0,4.1,0.0,4.5,6.8,990.9,6.5,71.0,10.4,0.5,-2.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040323,10.0,7.3,2.9,10,0.0,0.0,4.1,0.0,5.8,6.5,996.5,4.4,79.0,8.9,-0.9,-4.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040324,10.0,13.3,6.6,10,0.0,0.0,0.0,0.0,7.1,6.3,996.0,5.0,73.0,8.4,1.2,0.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040325,10.0,11.1,6.1,10,0.0,0.0,1.2,0.0,7.3,5.0,999.5,2.6,68.0,5.1,-1.0,-3.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040326,10.0,8.3,3.6,10,0.0,7.0,5.3,0.0,4.6,4.6,1001.5,0.2,75.0,3.9,-3.1,-4.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040327,10.0,4.8,1.9,10,0.0,0.0,6.6,0.0,3.5,4.4,1001.3,0.6,71.0,5.0,-4.1,-7.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040328,10.0,7.7,3.3,10,0.0,0.0,2.4,0.0,4.4,5.2,1002.7,3.4,67.0,9.4,-2.3,-5.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040329,10.0,6.3,3.0,10,0.0,0.0,10.7,0.0,0.2,5.7,1006.0,6.1,63.0,12.8,-1.2,-4.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040330,10.0,11.6,4.4,10,0.0,0.0,11.4,0.0,0.5,6.5,1005.7,7.6,65.0,14.9,-0.5,-3.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040331,10.0,15.0,5.5,10,0.0,0.0,11.7,0.0,0.7,6.2,1000.2,7.2,64.0,14.5,-0.4,-2.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040401,10.0,12.7,6.0,10,0.0,0.0,8.3,0.0,5.0,7.2,999.9,9.0,64.0,15.5,0.9,-1.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040402,10.0,14.8,7.5,10,0.0,0.0,10.9,0.0,2.3,7.1,999.8,10.3,57.0,18.0,5.0,3.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040403,10.0,9.6,4.5,10,0.0,0.0,6.6,0.0,4.5,7.9,1003.4,9.9,64.0,16.7,3.0,1.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040404,10.0,14.0,6.2,10,0.2,6.0,1.1,0.0,5.3,8.4,1002.1,9.5,71.0,14.1,5.0,3.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040405,10.0,16.3,6.2,10,1.8,6.0,4.9,0.0,6.1,7.7,995.1,7.6,74.0,12.4,4.3,1.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040406,10.0,15.3,6.5,10,0.9,6.0,2.2,0.0,6.3,7.1,985.7,6.3,76.0,11.2,2.8,0.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040407,10.0,11.4,5.2,10,0.0,6.0,6.4,0.0,6.0,6.8,988.6,5.2,78.0,9.9,2.5,0.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040408,10.0,10.9,4.9,10,3.5,6.0,1.1,0.0,7.0,7.3,993.5,4.4,86.0,6.8,2.4,0.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040409,10.0,7.5,3.6,10,1.8,6.0,0.0,0.0,6.8,7.5,997.4,4.0,92.0,6.9,-0.3,-2.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040410,10.0,10.1,3.6,10,0.2,6.0,6.2,0.0,5.3,7.5,996.5,5.8,82.0,11.5,2.1,-2.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040411,10.0,7.7,3.8,10,0.0,0.0,11.7,0.0,3.0,6.4,1003.2,4.9,76.0,10.7,0.3,-2.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040412,10.0,6.2,2.7,10,0.0,6.0,2.6,0.0,5.3,7.4,1007.8,5.3,82.0,9.8,-1.5,-4.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040413,10.0,5.8,2.3,10,0.0,6.0,0.2,0.0,7.4,8.3,1006.2,8.1,78.0,11.0,5.8,5.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040414,10.0,9.0,2.8,10,0.0,0.0,13.0,0.0,2.0,6.5,1006.9,9.5,58.0,14.6,3.4,-0.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040415,10.0,12.0,3.6,10,0.0,6.0,12.2,0.0,1.0,7.1,1004.3,10.9,57.0,19.4,1.8,-2.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040416,10.0,6.3,2.6,10,0.0,0.0,12.0,0.0,3.5,7.9,999.1,12.9,55.0,19.1,5.1,1.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040417,10.0,7.6,3.0,10,0.0,0.0,11.0,0.0,2.3,8.7,989.6,11.9,64.0,18.9,4.1,-0.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040418,10.0,8.1,3.8,10,0.4,6.0,5.7,0.0,4.7,10.2,979.9,12.9,69.0,19.4,6.8,2.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040419,10.0,12.8,4.1,10,3.6,6.0,1.1,0.0,6.3,9.3,982.1,8.4,84.0,11.8,5.0,1.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040420,10.0,7.1,2.5,10,0.0,0.0,6.3,0.0,5.0,7.8,992.0,11.0,62.0,16.5,6.0,1.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040421,10.0,9.4,3.3,10,0.0,0.0,7.9,0.0,5.0,9.3,999.3,13.2,63.0,19.4,6.4,2.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040422,10.0,4.8,2.2,10,0.0,0.0,10.9,0.0,4.8,10.8,999.1,15.4,64.0,21.6,7.7,3.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040423,10.0,11.8,4.6,10,6.4,6.0,0.0,0.0,6.9,11.4,1002.6,10.6,89.0,13.9,6.6,4.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040424,10.0,10.7,4.9,10,0.3,6.0,1.2,0.0,6.5,9.2,1006.9,7.8,86.0,11.1,4.4,3.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040425,10.0,10.0,3.7,10,0.0,0.0,9.4,0.0,5.3,8.8,1009.7,10.0,73.0,15.1,4.7,3.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040426,10.0,5.4,2.1,10,1.0,6.0,0.3,0.0,7.2,10.2,1006.6,10.6,80.0,13.5,7.2,3.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040427,10.0,7.1,3.1,10,0.0,0.0,10.0,0.0,4.7,9.6,1000.0,11.5,73.0,17.1,5.1,1.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040428,10.0,10.5,4.7,10,0.0,0.0,12.1,0.0,2.5,8.8,996.1,12.3,64.0,19.3,4.8,3.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040429,10.0,10.9,5.5,10,0.0,0.0,8.8,0.0,5.8,9.9,990.8,14.0,62.0,21.6,7.1,6.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040430,10.0,13.0,6.7,10,0.0,0.0,10.5,0.0,3.5,11.3,987.1,16.3,62.0,23.9,9.3,7.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040501,10.0,9.0,4.3,10,1.7,6.0,8.0,0.0,5.9,12.6,987.6,16.2,70.0,21.2,10.3,9.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040502,10.0,12.1,4.4,10,0.4,6.0,0.0,0.0,7.1,12.7,990.8,13.0,85.0,14.9,9.5,7.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040503,10.0,11.3,3.2,10,10.8,6.0,11.3,0.0,5.2,10.8,988.7,13.7,72.0,20.7,6.7,3.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040504,10.0,9.2,3.8,10,0.0,6.0,5.6,0.0,6.7,13.0,978.4,15.4,76.0,20.6,10.6,10.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040505,10.0,10.4,2.6,10,15.9,6.0,0.7,0.0,7.1,13.1,973.2,12.7,89.0,15.6,10.5,9.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040506,10.0,7.4,2.8,10,7.6,6.0,0.0,0.0,8.0,13.4,975.1,11.9,96.0,13.9,10.6,10.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040507,10.0,15.1,5.5,10,0.8,6.0,0.0,0.0,7.7,11.0,976.9,9.3,92.0,13.0,5.1,3.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040508,10.0,9.8,4.5,10,0.0,0.0,4.5,0.0,5.7,8.8,985.1,9.8,74.0,15.2,4.5,3.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040509,10.0,7.9,3.2,10,0.1,6.0,3.9,0.0,7.0,9.4,987.7,9.8,78.0,13.6,4.6,0.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040510,10.0,10.4,4.5,10,0.4,6.0,3.5,0.0,7.3,12.3,992.6,13.3,81.0,18.6,9.6,9.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040511,10.0,13.1,4.3,10,8.0,8.0,5.8,0.0,7.1,12.7,998.3,13.8,81.0,19.9,10.8,9.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040512,10.0,7.8,3.2,10,0.2,6.0,0.7,0.0,7.5,10.6,999.9,10.2,86.0,12.0,8.9,8.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040513,10.0,8.4,4.1,10,0.6,6.0,0.0,0.0,8.0,10.0,1001.0,8.9,88.0,10.6,7.0,6.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040514,10.0,6.1,1.7,10,0.0,0.0,4.0,0.0,6.3,9.3,1006.6,10.5,75.0,14.6,4.5,1.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040515,10.0,12.0,4.8,10,2.8,6.0,2.0,0.0,6.3,11.4,1007.3,11.1,86.0,14.2,5.9,2.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040516,10.0,9.0,3.9,10,0.0,0.0,8.5,0.0,4.7,10.4,1009.3,11.9,76.0,15.8,8.8,6.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040517,10.0,6.0,3.0,10,0.0,0.0,1.7,0.0,6.3,11.9,1008.5,14.2,74.0,18.6,8.6,6.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040518,10.0,8.3,3.7,10,0.0,0.0,6.4,0.0,6.1,12.2,1005.9,15.8,69.0,20.9,9.6,6.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040519,10.0,13.3,4.5,10,0.0,0.0,14.6,0.0,2.0,10.0,1004.5,15.6,60.0,22.0,7.2,2.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040520,10.0,7.3,3.0,10,0.0,0.0,5.0,0.0,4.8,10.9,1002.9,13.5,71.0,17.2,9.1,5.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040521,10.0,10.0,2.9,10,5.4,6.0,0.4,0.0,7.0,10.7,999.9,9.9,87.0,12.4,5.9,4.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040522,10.0,14.0,5.3,10,2.1,6.0,8.0,0.0,5.6,7.3,1003.4,7.5,71.0,12.9,2.9,1.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040523,10.0,17.2,6.9,10,1.8,6.0,5.8,0.0,6.0,7.6,1002.9,7.3,75.0,12.3,4.2,2.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040524,10.0,10.8,4.8,10,0.1,6.0,3.5,0.0,5.4,8.0,1006.4,8.0,75.0,13.0,1.2,-1.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040525,10.0,9.2,3.9,10,0.1,6.0,3.8,0.0,6.4,9.9,1003.2,10.9,76.0,13.8,8.4,6.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040526,10.0,9.0,3.2,10,0.0,0.0,6.4,0.0,5.0,8.4,1002.2,10.2,69.0,13.9,5.9,1.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040527,10.0,7.8,3.2,10,0.0,0.0,4.7,0.0,5.2,8.9,1005.8,9.8,74.0,13.7,4.0,0.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040528,10.0,6.0,2.3,10,0.0,0.0,11.4,0.0,3.7,9.6,1009.7,12.6,68.0,17.4,7.2,2.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040529,10.0,4.2,1.5,10,0.0,0.0,14.5,0.0,1.1,8.8,1010.6,14.2,58.0,19.8,5.4,0.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040530,10.0,7.1,2.7,10,0.0,0.0,13.4,0.0,3.6,10.3,1006.8,16.1,59.0,22.4,8.2,1.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040531,10.0,10.6,2.9,10,3.4,6.0,5.7,0.0,6.9,11.8,1002.3,15.7,68.0,22.1,8.8,3.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040601,10.0,4.9,1.7,10,1.6,6.0,0.0,0.0,7.5,13.4,1001.9,13.1,89.0,15.2,11.8,10.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040602,10.0,7.4,2.0,10,12.4,6.0,0.5,0.0,7.6,14.2,1002.0,13.8,90.0,16.7,11.6,11.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040603,10.0,10.5,3.3,10,0.0,0.0,9.2,0.0,5.1,12.1,1005.4,16.9,66.0,23.0,11.7,7.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040604,10.0,8.8,3.0,10,7.7,6.0,6.3,0.0,6.7,12.9,1002.6,14.1,81.0,19.4,9.8,5.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040605,10.0,7.8,2.9,10,2.9,6.0,0.1,0.0,7.2,13.4,998.1,12.7,91.0,14.8,11.4,9.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040606,10.0,7.1,2.5,10,0.0,0.0,6.5,0.0,4.8,13.7,1003.5,15.0,81.0,19.6,11.4,7.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040607,10.0,9.1,2.8,10,0.0,0.0,12.4,0.0,2.0,14.4,1004.6,18.3,71.0,24.3,10.5,6.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040608,10.0,5.9,2.7,10,0.0,0.0,13.7,0.0,3.7,16.7,1004.4,20.4,71.0,25.8,13.5,10.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040609,10.0,12.7,3.5,10,0.0,6.0,8.4,0.0,5.0,17.7,1003.6,19.7,78.0,24.2,13.9,13.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040610,10.0,7.8,2.9,10,0.7,6.0,4.6,0.0,7.0,19.0,1002.3,20.7,78.0,24.8,17.6,15.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040611,10.0,11.5,3.9,10,0.1,6.0,7.7,0.0,7.1,16.8,999.4,19.5,75.0,24.3,15.2,13.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040612,10.0,13.3,3.0,10,10.5,8.0,4.6,0.0,6.3,12.8,1000.7,14.1,80.0,19.0,9.6,8.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040613,10.0,10.8,3.6,10,0.2,6.0,4.9,0.0,6.3,13.3,1008.4,14.5,81.0,19.8,9.1,7.6
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040614,10.0,9.1,4.1,10,0.0,0.0,8.5,0.0,4.8,12.6,1010.5,15.4,73.0,20.7,8.8,6.8
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040615,10.0,14.8,5.9,10,2.4,6.0,6.3,0.0,4.5,15.3,999.8,17.8,76.0,24.5,10.7,9.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040616,10.0,13.4,5.8,10,0.0,6.0,5.2,0.0,4.6,9.9,999.7,12.9,67.0,17.2,8.6,5.2
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040617,10.0,19.4,5.5,10,15.6,6.0,5.0,0.0,6.2,12.3,993.4,14.9,74.0,23.6,8.2,5.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040618,10.0,9.4,4.5,10,8.9,6.0,1.9,0.0,6.0,12.8,989.3,13.4,83.0,17.3,9.9,8.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040619,10.0,11.2,4.3,10,5.8,6.0,3.0,0.0,6.2,11.9,988.6,13.2,79.0,16.7,8.6,6.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040620,10.0,6.8,2.9,10,0.0,0.0,11.9,0.0,4.0,9.9,992.1,13.2,68.0,18.1,6.3,4.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040621,10.0,12.1,4.3,10,0.0,6.0,8.0,0.0,5.8,10.7,996.1,13.8,69.0,20.0,8.4,6.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040622,10.0,9.6,3.7,10,0.0,6.0,2.8,0.0,6.0,12.5,1000.3,15.1,74.0,20.1,9.4,7.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040623,10.0,18.7,5.0,10,10.0,6.0,5.1,0.0,6.0,15.0,992.3,17.0,78.0,22.8,12.2,11.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040624,10.0,18.5,8.4,10,0.0,0.0,11.9,0.0,3.5,10.3,992.9,16.6,56.0,20.7,11.6,9.0
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040625,10.0,16.1,6.8,10,0.4,6.0,6.2,0.0,5.7,10.8,999.5,14.3,67.0,18.5,10.6,9.1
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040626,10.0,10.5,3.6,10,0.0,6.0,9.6,0.0,4.4,10.9,1005.8,14.8,67.0,20.3,9.8,7.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040627,10.0,14.6,2.9,10,28.3,6.0,2.9,0.0,6.5,14.1,1002.6,16.5,75.0,21.5,11.6,9.5
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040628,10.0,16.3,5.6,10,0.0,0.0,9.6,0.0,4.6,13.7,1005.0,16.4,74.0,21.0,12.5,9.9
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040629,10.0,12.9,4.3,10,0.6,6.0,7.8,0.0,5.7,11.8,1006.4,14.9,71.0,20.1,11.1,9.3
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040630,10.0,9.8,3.1,10,0.0,6.0,4.6,0.0,6.6,12.9,1001.9,16.7,70.0,22.6,10.6,8.4
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040701,10.0,14.0,4.5,10,1.6,6.0,2.3,0.0,6.9,13.9,994.6,16.7,73.0,22.0,11.3,8.7
"Leipzig, kreisfreie Stadt",2004,8.56,2932,20040702,10.0,12.7,4.8,10,1.9,6.0,5.4,0.0,5.7,12.2,996.7,14.3,76.0,20.8,10.7,8.9
