district,year,yield
"Mühldorf am Inn, Landkreis",2011,11.2273398396115
"Mühldorf am Inn, Landkreis",2012,10.42
"Mühldorf am Inn, Landkreis",2013,8.16975841696972
"Mühldorf am Inn, Landkreis",2014,10.937
"Mühldorf am Inn, Landkreis",2015,9.852
"Mühldorf am Inn, Landkreis",2017,10.82
"Mühldorf am Inn, Landkreis",2018,10.35
"Mühldorf am Inn, Landkreis",2019,11.49
"Mühldorf am Inn, Landkreis",2020,11.58
"Mühldorf am Inn, Landkreis",2021,9.32
"München, Landkreis",1979,5.97
"München, Landkreis",1980,4.99
"München, Landkreis",1981,6.79
"München, Landkreis",1982,7.03
"München, Landkreis",1983,5.32
"München, Landkreis",1984,5.53
"München, Landkreis",1985,6.92
"München, Landkreis",1986,6.33
"München, Landkreis",1987,5.84
"München, Landkreis",1988,7.99
"München, Landkreis",1989,7.11
"München, Landkreis",1990,7.05
"München, Landkreis",1991,6.34
"München, Landkreis",1992,7.55
"München, Landkreis",1993,8.54
"München, Landkreis",1994,8.73
"München, Landkreis",1995,7.66
"München, Landkreis",1996,7.62
"München, Landkreis",1997,8.27
"München, Landkreis",1998,9.6
"München, Landkreis",1999,8.94113966562724
"München, Landkreis",2000,8.86
"München, Landkreis",2001,7.47
"München, Landkreis",2002,8.66
"München, Landkreis",2003,7.72
"München, Landkreis",2004,7.98
"München, Landkreis",2005,7.58
"München, Landkreis",2006,7.78937108391131
"München, Landkreis",2007,9.1673222088289
"München, Landkreis",2008,9.01720135852437
"München, Landkreis",2009,8.74615505352367
"München, Landkreis",2010,7.82918180488294
"München, Landkreis",2011,8.06099583268196
"München, Landkreis",2012,9.99
"München, Landkreis",2013,8.00506622132241
"München, Landkreis",2014,10.974
"München, Landkreis",2015,7.531
"München, Landkreis",2016,9.24
"München, Landkreis",2017,9.87
"München, Landkreis",2018,10.11
"München, Landkreis",2019,9.86
"München, Landkreis",2020,10.24
"München, Landkreis",2021,8.41
"Neuburg-Schrobenhausen, Landkreis",1979,5.99
"Neuburg-Schrobenhausen, Landkreis",1980,5.17
"Neuburg-Schrobenhausen, Landkreis",1981,6.24
"Neuburg-Schrobenhausen, Landkreis",1982,6.56
"Neuburg-Schrobenhausen, Landkreis",1983,5.55
"Neuburg-Schrobenhausen, Landkreis",1984,5.45
"Neuburg-Schrobenhausen, Landkreis",1985,5.97
"Neuburg-Schrobenhausen, Landkreis",1986,6.36
"Neuburg-Schrobenhausen, Landkreis",1987,6.01
"Neuburg-Schrobenhausen, Landkreis",1988,7.32
"Neuburg-Schrobenhausen, Landkreis",1989,7.67
"Neuburg-Schrobenhausen, Landkreis",1990,6.6
"Neuburg-Schrobenhausen, Landkreis",1991,7.55
"Neuburg-Schrobenhausen, Landkreis",1992,7.85
"Neuburg-Schrobenhausen, Landkreis",1993,8.19
"Neuburg-Schrobenhausen, Landkreis",1994,7.74
"Neuburg-Schrobenhausen, Landkreis",1995,6.67
"Neuburg-Schrobenhausen, Landkreis",1996,8.2
"Neuburg-Schrobenhausen, Landkreis",1997,8.3
"Neuburg-Schrobenhausen, Landkreis",1998,8.1
"Neuburg-Schrobenhausen, Landkreis",1999,7.79587009047948
"Neuburg-Schrobenhausen, Landkreis",2000,8.95
"Neuburg-Schrobenhausen, Landkreis",2001,8.73
"Neuburg-Schrobenhausen, Landkreis",2002,9.19
"Neuburg-Schrobenhausen, Landkreis",2003,7.47
"Neuburg-Schrobenhausen, Landkreis",2004,8.38
"Neuburg-Schrobenhausen, Landkreis",2005,8.57
"Neuburg-Schrobenhausen, Landkreis",2006,8.07845531898165
"Neuburg-Schrobenhausen, Landkreis",2007,9.08024752532172
"Neuburg-Schrobenhausen, Landkreis",2008,9.41649739722255
"Neuburg-Schrobenhausen, Landkreis",2009,10.1656113840655
"Neuburg-Schrobenhausen, Landkreis",2010,9.00877041497973
"Neuburg-Schrobenhausen, Landkreis",2011,10.4008703031781
"Neuburg-Schrobenhausen, Landkreis",2012,10.28
"Neuburg-Schrobenhausen, Landkreis",2013,8.42666472551333
"Neuburg-Schrobenhausen, Landkreis",2014,11.118
"Neuburg-Schrobenhausen, Landkreis",2015,7.892
"Neuburg-Schrobenhausen, Landkreis",2016,9.82
"Neuburg-Schrobenhausen, Landkreis",2017,9.38
"Neuburg-Schrobenhausen, Landkreis",2018,9.64
"Neuburg-Schrobenhausen, Landkreis",2019,10.21
"Neuburg-Schrobenhausen, Landkreis",2020,11.24
"Neuburg-Schrobenhausen, Landkreis",2021,10.61
"Pfaffenhofen an der Ilm, Landkreis",1979,6.07
"Pfaffenhofen an der Ilm, Landkreis",1980,4.68
"Pfaffenhofen an der Ilm, Landkreis",1981,5.57
"Pfaffenhofen an der Ilm, Landkreis",1982,6.08
"Pfaffenhofen an der Ilm, Landkreis",1983,5.36
"Pfaffenhofen an der Ilm, Landkreis",1984,5.59
"Pfaffenhofen an der Ilm, Landkreis",1985,6.59
"Pfaffenhofen an der Ilm, Landkreis",1986,7.51
"Pfaffenhofen an der Ilm, Landkreis",1987,6.6
"Pfaffenhofen an der Ilm, Landkreis",1988,8.14
"Pfaffenhofen an der Ilm, Landkreis",1989,7.28
"Pfaffenhofen an der Ilm, Landkreis",1990,6.51
"Pfaffenhofen an der Ilm, Landkreis",1991,6.91
"Pfaffenhofen an der Ilm, Landkreis",1992,7.05
"Pfaffenhofen an der Ilm, Landkreis",1993,8.4
"Pfaffenhofen an der Ilm, Landkreis",1994,7.81
"Pfaffenhofen an der Ilm, Landkreis",1995,7.05
"Pfaffenhofen an der Ilm, Landkreis",1996,7.94
"Pfaffenhofen an der Ilm, Landkreis",1997,8.42
"Pfaffenhofen an der Ilm, Landkreis",1998,8.86
"Pfaffenhofen an der Ilm, Landkreis",1999,8.21781151290234
"Pfaffenhofen an der Ilm, Landkreis",2000,9.23
"Pfaffenhofen an der Ilm, Landkreis",2001,8.34
"Pfaffenhofen an der Ilm, Landkreis",2002,8.83
"Pfaffenhofen an der Ilm, Landkreis",2003,8.06
"Pfaffenhofen an der Ilm, Landkreis",2004,9.23
"Pfaffenhofen an der Ilm, Landkreis",2005,9.32
"Pfaffenhofen an der Ilm, Landkreis",2006,8.89397837907409
"Pfaffenhofen an der Ilm, Landkreis",2007,9.81940082234075
"Pfaffenhofen an der Ilm, Landkreis",2008,10.4279119729032
"Pfaffenhofen an der Ilm, Landkreis",2009,10.8771030090478
"Pfaffenhofen an der Ilm, Landkreis",2010,9.79202723597023
"Pfaffenhofen an der Ilm, Landkreis",2011,12.2253625406275
"Pfaffenhofen an der Ilm, Landkreis",2012,11.4
"Pfaffenhofen an der Ilm, Landkreis",2013,9.32905519021433
"Pfaffenhofen an der Ilm, Landkreis",2014,13.127
"Pfaffenhofen an der Ilm, Landkreis",2015,7.321
"Pfaffenhofen an der Ilm, Landkreis",2016,12.33
"Pfaffenhofen an der Ilm, Landkreis",2017,10.43
"Pfaffenhofen an der Ilm, Landkreis",2018,10.32
"Pfaffenhofen an der Ilm, Landkreis",2019,11.28
"Pfaffenhofen an der Ilm, Landkreis",2020,10.32
"Pfaffenhofen an der Ilm, Landkreis",2021,11.51
"Rosenheim, Landkreis",1979,5.81
"Rosenheim, Landkreis",1980,4.77
"Rosenheim, Landkreis",1981,6.1
"Rosenheim, Landkreis",1982,6.33
"Rosenheim, Landkreis",1983,5.76
"Rosenheim, Landkreis",1984,5.62
"Rosenheim, Landkreis",1985,6.23
"Rosenheim, Landkreis",1986,5.97
"Rosenheim, Landkreis",1987,5.34
"Rosenheim, Landkreis",1988,7.14
"Rosenheim, Landkreis",1989,7.03
"Rosenheim, Landkreis",1990,7.08
"Rosenheim, Landkreis",1991,5.89
"Rosenheim, Landkreis",1992,7.64
"Rosenheim, Landkreis",1993,7.47
"Rosenheim, Landkreis",1994,7.91
"Rosenheim, Landkreis",1995,6.95
"Rosenheim, Landkreis",1996,8.03
"Rosenheim, Landkreis",1997,8.83
"Rosenheim, Landkreis",1998,9.65
"Rosenheim, Landkreis",1999,9.19229527421227
"Rosenheim, Landkreis",2000,8.71
"Rosenheim, Landkreis",2001,8.62
"Rosenheim, Landkreis",2002,9.42
"Rosenheim, Landkreis",2003,7.92
"Rosenheim, Landkreis",2004,8.91
"Rosenheim, Landkreis",2005,8.38
"Rosenheim, Landkreis",2006,8.70123191612345
"Rosenheim, Landkreis",2007,8.83213313225018
"Rosenheim, Landkreis",2008,9.34764405160567
"Rosenheim, Landkreis",2009,10.2098868614606
"Rosenheim, Landkreis",2010,9.96742550836937
"Rosenheim, Landkreis",2011,11.1442786990196
"Rosenheim, Landkreis",2012,11.09
"Rosenheim, Landkreis",2013,9.31093348096306
"Rosenheim, Landkreis",2014,10.831
"Rosenheim, Landkreis",2015,9.302
"Starnberg, Landkreis",1979,5.29
"Starnberg, Landkreis",1980,4.8
"Starnberg, Landkreis",1981,6.5
"Starnberg, Landkreis",1982,6.1
"Starnberg, Landkreis",1983,5.4
"Starnberg, Landkreis",1984,5.17
"Starnberg, Landkreis",1985,6.13
"Starnberg, Landkreis",1986,6.8
"Starnberg, Landkreis",1987,5.82
"Starnberg, Landkreis",1988,7.52
"Starnberg, Landkreis",1989,6.35
"Starnberg, Landkreis",1990,6.29
"Starnberg, Landkreis",1991,6.44
"Starnberg, Landkreis",1992,7.14
"Starnberg, Landkreis",1993,8.17
"Starnberg, Landkreis",1994,8.33
"Starnberg, Landkreis",1995,7.0
"Starnberg, Landkreis",1996,8.04
"Starnberg, Landkreis",1997,8.28
"Starnberg, Landkreis",1998,9.06
"Starnberg, Landkreis",1999,8.79044630047622
"Starnberg, Landkreis",2000,9.59
"Starnberg, Landkreis",2001,8.94
"Starnberg, Landkreis",2002,9.54
"Starnberg, Landkreis",2003,7.66
"Starnberg, Landkreis",2004,10.72
"Starnberg, Landkreis",2005,9.06
"Starnberg, Landkreis",2006,8.65902303100336
"Starnberg, Landkreis",2007,10.3121674563444
"Starnberg, Landkreis",2008,10.2610859973142
"Starnberg, Landkreis",2009,10.6008683492401
"Starnberg, Landkreis",2010,8.79636930961489
"Starnberg, Landkreis",2011,9.69894982938019
"Starnberg, Landkreis",2012,10.31
"Starnberg, Landkreis",2013,6.87256196639112
"Starnberg, Landkreis",2014,10.664
"Starnberg, Landkreis",2015,6.161
"Starnberg, Landkreis",2016,9.8
"Traunstein, Landkreis",1979,5.7
"Traunstein, Landkreis",1980,5.02
"Traunstein, Landkreis",1981,5.72
"Traunstein, Landkreis",1982,7.16
"Traunstein, Landkreis",1983,5.59
"Traunstein, Landkreis",1984,5.93
"Traunstein, Landkreis",1985,6.19
"Traunstein, Landkreis",1986,6.58
"Traunstein, Landkreis",1987,6.25
"Traunstein, Landkreis",1988,7.25
"Traunstein, Landkreis",1989,7.36
"Traunstein, Landkreis",1990,6.96
"Traunstein, Landkreis",1991,6.33
"Traunstein, Landkreis",1992,8.47
"Traunstein, Landkreis",1993,8.09
"Traunstein, Landkreis",1994,7.95
"Traunstein, Landkreis",1995,7.39
"Traunstein, Landkreis",1996,8.27
"Traunstein, Landkreis",1997,8.08
"Traunstein, Landkreis",1998,9.32
"Traunstein, Landkreis",1999,9.21238772289908
"Traunstein, Landkreis",2000,9.31
"Traunstein, Landkreis",2001,8.15
"Traunstein, Landkreis",2002,9.53
"Traunstein, Landkreis",2003,8.97
"Traunstein, Landkreis",2004,9.72
"Traunstein, Landkreis",2005,8.4
"Traunstein, Landkreis",2006,8.35899498692883
"Traunstein, Landkreis",2007,10.1871237245081
"Traunstein, Landkreis",2008,9.92362320083057
"Traunstein, Landkreis",2009,8.48004866266262
"Traunstein, Landkreis",2010,8.13601152095485
"Traunstein, Landkreis",2011,10.2849161615918
"Traunstein, Landkreis",2012,11.29
"Traunstein, Landkreis",2013,8.89727714888041
"Traunstein, Landkreis",2014,11.453
"Traunstein, Landkreis",2015,9.962
"Traunstein, Landkreis",2016,9.67
"Traunstein, Landkreis",2017,11.25
"Traunstein, Landkreis",2018,12.77
"Traunstein, Landkreis",2019,10.67
"Traunstein, Landkreis",2020,11.1
"Traunstein, Landkreis",2021,9.6
"Weilheim-Schongau, Landkreis",1979,5.6
"Weilheim-Schongau, Landkreis",1980,4.85
"Weilheim-Schongau, Landkreis",1981,5.6
"Weilheim-Schongau, Landkreis",1982,6.69
"Weilheim-Schongau, Landkreis",1983,5.35
"Weilheim-Schongau, Landkreis",1984,5.22
"Weilheim-Schongau, Landkreis",1985,5.94
"Weilheim-Schongau, Landkreis",1986,6.01
"Weilheim-Schongau, Landkreis",1987,5.39
"Weilheim-Schongau, Landkreis",1988,7.02
"Weilheim-Schongau, Landkreis",1989,7.33
"Weilheim-Schongau, Landkreis",1990,6.5
"Weilheim-Schongau, Landkreis",1995,7.01
"Weilheim-Schongau, Landkreis",1996,7.55
"Weilheim-Schongau, Landkreis",1997,7.55
"Weilheim-Schongau, Landkreis",1998,7.77
"Weilheim-Schongau, Landkreis",2003,7.54
"Weilheim-Schongau, Landkreis",2004,8.09
"Weilheim-Schongau, Landkreis",2005,7.97
"Weilheim-Schongau, Landkreis",2006,8.04315853281022
"Landshut, kreisfreie Stadt",1979,5.39
"Landshut, kreisfreie Stadt",1980,4.8
"Landshut, kreisfreie Stadt",1981,6.0
"Landshut, kreisfreie Stadt",1982,7.1
"Landshut, kreisfreie Stadt",1983,5.82
"Landshut, kreisfreie Stadt",1984,5.22
"Landshut, kreisfreie Stadt",1985,6.33
"Landshut, kreisfreie Stadt",1986,6.84
"Landshut, kreisfreie Stadt",1987,6.04
"Landshut, kreisfreie Stadt",1988,7.82
"Landshut, kreisfreie Stadt",1989,7.22
"Landshut, kreisfreie Stadt",1990,7.8
"Landshut, kreisfreie Stadt",1991,7.23
"Landshut, kreisfreie Stadt",1992,6.14
"Landshut, kreisfreie Stadt",1993,8.04
"Landshut, kreisfreie Stadt",1994,7.23
"Landshut, kreisfreie Stadt",1995,7.2
"Landshut, kreisfreie Stadt",1996,8.21
"Landshut, kreisfreie Stadt",1997,8.21
"Landshut, kreisfreie Stadt",1998,8.28
"Landshut, kreisfreie Stadt",1999,8.04702569906451
"Landshut, kreisfreie Stadt",2000,8.25
"Landshut, kreisfreie Stadt",2001,7.86
"Landshut, kreisfreie Stadt",2002,8.72
"Landshut, kreisfreie Stadt",2003,7.6
"Landshut, kreisfreie Stadt",2004,8.86
"Landshut, kreisfreie Stadt",2005,10.05
"Landshut, kreisfreie Stadt",2006,9.5393265994628
"Landshut, kreisfreie Stadt",2007,10.1718854351709
"Landshut, kreisfreie Stadt",2008,10.7862596900901
"Landshut, kreisfreie Stadt",2009,11.5162689068757
"Landshut, kreisfreie Stadt",2010,8.93890456633337
"Landshut, kreisfreie Stadt",2011,10.567048673103
"Landshut, kreisfreie Stadt",2012,11.5
"Landshut, kreisfreie Stadt",2013,8.6070832178233
"Landshut, kreisfreie Stadt",2014,10.339
"Landshut, kreisfreie Stadt",2015,8.022
"Passau, kreisfreie Stadt",1979,5.39
"Passau, kreisfreie Stadt",1980,4.8
"Passau, kreisfreie Stadt",1981,5.2
"Passau, kreisfreie Stadt",1982,6.3
"Passau, kreisfreie Stadt",1983,5.02
"Passau, kreisfreie Stadt",1984,4.52
"Passau, kreisfreie Stadt",1985,6.03
"Passau, kreisfreie Stadt",1986,6.54
"Passau, kreisfreie Stadt",1987,5.84
"Passau, kreisfreie Stadt",1988,7.97
"Passau, kreisfreie Stadt",1989,7.88
"Passau, kreisfreie Stadt",1990,7.5
"Passau, kreisfreie Stadt",1991,7.99
"Passau, kreisfreie Stadt",1992,6.85
"Passau, kreisfreie Stadt",1993,8.67
"Passau, kreisfreie Stadt",1994,7.12
"Passau, kreisfreie Stadt",1995,7.58
"Passau, kreisfreie Stadt",1996,7.96
"Passau, kreisfreie Stadt",1997,8.48
"Passau, kreisfreie Stadt",1998,8.55
"Passau, kreisfreie Stadt",1999,8.33836620502315
"Passau, kreisfreie Stadt",2000,8.03
"Passau, kreisfreie Stadt",2001,9.07
"Passau, kreisfreie Stadt",2002,8.63
"Passau, kreisfreie Stadt",2003,8.53
"Passau, kreisfreie Stadt",2004,9.77
"Passau, kreisfreie Stadt",2005,9.55
"Passau, kreisfreie Stadt",2006,9.03725677843844
"Passau, kreisfreie Stadt",2007,10.381306605895
"Passau, kreisfreie Stadt",2008,10.6044687964369
"Passau, kreisfreie Stadt",2009,9.51343953176691
"Passau, kreisfreie Stadt",2010,9.01907411401349
"Passau, kreisfreie Stadt",2011,10.9865345372526
"Passau, kreisfreie Stadt",2012,11.05
"Passau, kreisfreie Stadt",2013,9.39137351103617
"Passau, kreisfreie Stadt",2014,10.704
"Passau, kreisfreie Stadt",2015,7.001
"Passau, kreisfreie Stadt",2016,10.86
"Straubing, kreisfreie Stadt",1979,7.49
"Straubing, kreisfreie Stadt",1980,5.6
"Straubing, kreisfreie Stadt",1981,7.5
"Straubing, kreisfreie Stadt",1982,7.5
"Straubing, kreisfreie Stadt",1983,6.02
"Straubing, kreisfreie Stadt",1984,6.61
"Straubing, kreisfreie Stadt",1985,8.54
"Straubing, kreisfreie Stadt",1986,7.54
"Straubing, kreisfreie Stadt",1987,7.05
"Straubing, kreisfreie Stadt",1988,8.27
"Straubing, kreisfreie Stadt",1989,8.53
"Straubing, kreisfreie Stadt",1990,8.0
"Straubing, kreisfreie Stadt",1991,9.04
"Straubing, kreisfreie Stadt",1992,8.06
"Straubing, kreisfreie Stadt",1993,9.55
"Straubing, kreisfreie Stadt",1994,8.27
"Straubing, kreisfreie Stadt",1995,8.2
"Straubing, kreisfreie Stadt",1996,9.01
"Straubing, kreisfreie Stadt",1997,9.24
"Straubing, kreisfreie Stadt",1998,9.28
"Straubing, kreisfreie Stadt",1999,9.84529985653336
"Straubing, kreisfreie Stadt",2000,11.01
"Straubing, kreisfreie Stadt",2001,9.16
"Straubing, kreisfreie Stadt",2002,9.76
"Straubing, kreisfreie Stadt",2003,8.53
"Straubing, kreisfreie Stadt",2004,9.57
"Straubing, kreisfreie Stadt",2005,9.59
"Straubing, kreisfreie Stadt",2006,10.0413964204872
"Straubing, kreisfreie Stadt",2007,10.3314444223893
"Straubing, kreisfreie Stadt",2008,10.4529763850593
"Straubing, kreisfreie Stadt",2009,12.5176835944301
"Straubing, kreisfreie Stadt",2010,9.69049407583449
"Straubing, kreisfreie Stadt",2011,12.4846983377871
"Straubing, kreisfreie Stadt",2012,11.55
"Straubing, kreisfreie Stadt",2013,8.50653318023191
"Straubing, kreisfreie Stadt",2014,11.15
"Straubing, kreisfreie Stadt",2015,7.501
"Straubing, kreisfreie Stadt",2016,10.32
"Deggendorf, Landkreis",1979,7.16
"Deggendorf, Landkreis",1980,5.75
"Deggendorf, Landkreis",1981,7.39
"Deggendorf, Landkreis",1982,8.16
"Deggendorf, Landkreis",1983,6.62
"Deggendorf, Landkreis",1984,6.71
"Deggendorf, Landkreis",1985,8.01
"Deggendorf, Landkreis",1986,7.8
"Deggendorf, Landkreis",1987,7.24
"Deggendorf, Landkreis",1988,8.69
"Deggendorf, Landkreis",1989,8.56
"Deggendorf, Landkreis",1990,8.56
"Deggendorf, Landkreis",1991,8.65
"Deggendorf, Landkreis",1992,8.49
"Deggendorf, Landkreis",1993,8.59
"Deggendorf, Landkreis",1994,8.2
"Deggendorf, Landkreis",1995,7.9
"Deggendorf, Landkreis",1996,8.64
"Deggendorf, Landkreis",1997,9.23
"Deggendorf, Landkreis",1998,9.85
"Deggendorf, Landkreis",1999,9.31284996633309
"Deggendorf, Landkreis",2000,10.17
"Deggendorf, Landkreis",2001,7.96
"Deggendorf, Landkreis",2002,10.17
"Deggendorf, Landkreis",2003,8.78
"Deggendorf, Landkreis",2004,10.67
"Deggendorf, Landkreis",2005,10.41
"Deggendorf, Landkreis",2006,9.53420449031166
"Deggendorf, Landkreis",2007,10.6900748700729
"Deggendorf, Landkreis",2008,10.7155632314472
"Deggendorf, Landkreis",2009,11.4643628624284
"Deggendorf, Landkreis",2010,10.1163251296992
"Deggendorf, Landkreis",2011,11.2488041513338
"Deggendorf, Landkreis",2012,10.88
"Deggendorf, Landkreis",2013,9.15240340350999
"Deggendorf, Landkreis",2014,11.05
"Deggendorf, Landkreis",2015,9.602
"Deggendorf, Landkreis",2016,11.6
"Deggendorf, Landkreis",2017,10.73
"Deggendorf, Landkreis",2018,10.78
"Deggendorf, Landkreis",2019,12.07
"Deggendorf, Landkreis",2020,12.12
"Deggendorf, Landkreis",2021,11.88
"Freyung-Grafenau, Landkreis",1979,5.1
"Freyung-Grafenau, Landkreis",1980,4.65
"Freyung-Grafenau, Landkreis",1981,6.82
"Freyung-Grafenau, Landkreis",1982,6.6
"Freyung-Grafenau, Landkreis",1983,5.63
"Freyung-Grafenau, Landkreis",1984,4.87
"Freyung-Grafenau, Landkreis",1985,5.82
"Freyung-Grafenau, Landkreis",1986,6.23
"Freyung-Grafenau, Landkreis",1987,5.72
"Freyung-Grafenau, Landkreis",1988,7.22
"Freyung-Grafenau, Landkreis",1989,6.87
"Freyung-Grafenau, Landkreis",1990,6.35
"Freyung-Grafenau, Landkreis",1991,6.85
"Freyung-Grafenau, Landkreis",1992,7.48
"Freyung-Grafenau, Landkreis",1993,7.67
"Freyung-Grafenau, Landkreis",1994,6.56
"Freyung-Grafenau, Landkreis",1999,7.72554652007567
"Freyung-Grafenau, Landkreis",2000,8.07
"Freyung-Grafenau, Landkreis",2001,7.53
"Freyung-Grafenau, Landkreis",2002,7.84
"Kelheim, Landkreis",1979,6.05
"Kelheim, Landkreis",1980,4.88
"Kelheim, Landkreis",1981,5.76
"Kelheim, Landkreis",1982,6.63
"Kelheim, Landkreis",1983,5.51
"Kelheim, Landkreis",1984,5.84
"Kelheim, Landkreis",1985,6.69
"Kelheim, Landkreis",1986,7.26
"Kelheim, Landkreis",1987,6.15
"Kelheim, Landkreis",1988,7.74
"Kelheim, Landkreis",1989,7.55
"Kelheim, Landkreis",1990,7.14
"Kelheim, Landkreis",1991,7.63
"Kelheim, Landkreis",1992,6.98
"Kelheim, Landkreis",1993,8.6
"Kelheim, Landkreis",1994,8.1
"Kelheim, Landkreis",1995,7.54
"Kelheim, Landkreis",1996,7.93
"Kelheim, Landkreis",1997,8.18
"Kelheim, Landkreis",1998,8.19
"Kelheim, Landkreis",1999,8.32831998067975
"Kelheim, Landkreis",2000,9.2
"Kelheim, Landkreis",2001,8.53
"Kelheim, Landkreis",2002,10.36
"Kelheim, Landkreis",2003,7.13
"Kelheim, Landkreis",2004,9.2
"Kelheim, Landkreis",2005,9.77
"Kelheim, Landkreis",2006,8.92732315479533
"Kelheim, Landkreis",2007,10.1094664314546
"Kelheim, Landkreis",2008,10.8572230590626
"Kelheim, Landkreis",2009,10.8112371015758
"Kelheim, Landkreis",2010,11.0731653450766
"Kelheim, Landkreis",2011,11.53717001045
"Kelheim, Landkreis",2012,11.41
"Kelheim, Landkreis",2013,9.03045534656236
"Kelheim, Landkreis",2014,12.025
"Kelheim, Landkreis",2015,7.902
"Kelheim, Landkreis",2016,11.2
"Kelheim, Landkreis",2017,11.28
"Kelheim, Landkreis",2018,9.92
"Kelheim, Landkreis",2019,10.64
"Kelheim, Landkreis",2020,10.63
"Kelheim, Landkreis",2021,11.0
"Landshut, Landkreis",1979,6.23
"Landshut, Landkreis",1980,4.74
"Landshut, Landkreis",1981,5.89
"Landshut, Landkreis",1982,6.68
"Landshut, Landkreis",1983,5.65
"Landshut, Landkreis",1984,5.64
"Landshut, Landkreis",1985,6.33
"Landshut, Landkreis",1986,7.04
"Landshut, Landkreis",1987,6.6
"Landshut, Landkreis",1988,8.3
"Landshut, Landkreis",1989,7.48
"Landshut, Landkreis",1990,6.99
"Landshut, Landkreis",1991,7.09
"Landshut, Landkreis",1992,7.21
"Landshut, Landkreis",1993,8.35
"Landshut, Landkreis",1994,7.38
"Landshut, Landkreis",1995,7.26
"Landshut, Landkreis",1996,8.22
"Landshut, Landkreis",1997,8.7
"Landshut, Landkreis",1998,8.64
"Landshut, Landkreis",1999,8.34841242936655
"Landshut, Landkreis",2000,9.23
"Landshut, Landkreis",2001,8.21
"Landshut, Landkreis",2002,9.6
"Landshut, Landkreis",2003,7.6
"Landshut, Landkreis",2004,9.3
"Landshut, Landkreis",2005,9.11
"Landshut, Landkreis",2006,8.33261558239503
"Landshut, Landkreis",2007,10.4283390601263
"Landshut, Landkreis",2008,10.7899448682013
"Landshut, Landkreis",2009,10.467351041963
"Landshut, Landkreis",2010,8.91448637894389
"Landshut, Landkreis",2011,11.0446060848217
"Landshut, Landkreis",2012,11.49
"Landshut, Landkreis",2013,8.60251153110937
"Landshut, Landkreis",2014,10.531
"Landshut, Landkreis",2015,8.292
"Landshut, Landkreis",2016,11.21
"Landshut, Landkreis",2017,10.09
"Landshut, Landkreis",2018,9.52
"Landshut, Landkreis",2019,10.2
"Landshut, Landkreis",2020,10.94
"Landshut, Landkreis",2021,11.23
"Passau, Landkreis",1979,6.28
"Passau, Landkreis",1980,5.42
"Passau, Landkreis",1981,6.26
"Passau, Landkreis",1982,7.04
"Passau, Landkreis",1983,5.58
"Passau, Landkreis",1984,5.78
"Passau, Landkreis",1985,6.92
"Passau, Landkreis",1986,7.76
"Passau, Landkreis",1987,7.2
"Passau, Landkreis",1988,8.32
"Passau, Landkreis",1989,8.09
"Passau, Landkreis",1990,8.29
"Passau, Landkreis",1991,8.22
"Passau, Landkreis",1992,8.87
"Passau, Landkreis",1993,8.78
"Passau, Landkreis",1994,7.0
"Passau, Landkreis",1995,7.56
"Passau, Landkreis",1996,8.36
"Passau, Landkreis",1997,9.78
"Passau, Landkreis",1998,9.49
"Passau, Landkreis",1999,9.09183303077826
"Passau, Landkreis",2000,10.22
"Passau, Landkreis",2001,8.61
"Passau, Landkreis",2002,9.99
"Passau, Landkreis",2003,8.23
"Passau, Landkreis",2004,10.33
"Passau, Landkreis",2005,10.28
"Passau, Landkreis",2006,9.79435701510921
"Passau, Landkreis",2007,10.3742801630416
"Passau, Landkreis",2008,10.8168589465774
"Passau, Landkreis",2009,10.0972616042229
"Passau, Landkreis",2010,9.14244674842365
"Passau, Landkreis",2011,10.6266995248141
"Passau, Landkreis",2012,10.74
"Passau, Landkreis",2013,9.00793162034132
"Passau, Landkreis",2014,10.512
"Passau, Landkreis",2015,7.872
"Passau, Landkreis",2016,9.96
"Passau, Landkreis",2017,10.05
"Passau, Landkreis",2018,10.99
"Passau, Landkreis",2019,11.47
"Passau, Landkreis",2020,11.74
"Passau, Landkreis",2021,8.44
"Regen, Landkreis",1983,5.64
"Regen, Landkreis",1984,4.57
"Regen, Landkreis",1985,5.77
"Regen, Landkreis",1986,6.54
"Regen, Landkreis",1987,5.71
"Regen, Landkreis",1988,7.32
"Regen, Landkreis",1989,6.85
"Regen, Landkreis",1990,6.3
"Regen, Landkreis",1991,6.74
"Regen, Landkreis",1992,7.91
"Regen, Landkreis",1993,7.69
"Regen, Landkreis",1994,6.47
"Regen, Landkreis",1999,7.71550029573227
"Regen, Landkreis",2000,8.13
"Regen, Landkreis",2001,7.69
"Regen, Landkreis",2002,7.9
"Regen, Landkreis",2010,8.70841711675302
"Regen, Landkreis",2011,9.82795453150599
"Regen, Landkreis",2012,9.9
"Regen, Landkreis",2013,7.90323295468355
"Regen, Landkreis",2014,10.37
"Regen, Landkreis",2015,7.601
"Rottal-Inn, Landkreis",1979,6.08
"Rottal-Inn, Landkreis",1980,5.37
"Rottal-Inn, Landkreis",1981,5.84
"Rottal-Inn, Landkreis",1982,7.23
"Rottal-Inn, Landkreis",1983,5.94
"Rottal-Inn, Landkreis",1984,5.54
"Rottal-Inn, Landkreis",1985,6.63
"Rottal-Inn, Landkreis",1986,7.08
"Rottal-Inn, Landkreis",1987,6.18
"Rottal-Inn, Landkreis",1988,7.48
"Rottal-Inn, Landkreis",1989,7.36
