district,year,yield
"Rottal-Inn, Landkreis",1990,7.05
"Rottal-Inn, Landkreis",1991,7.38
"Rottal-Inn, Landkreis",1992,7.44
"Rottal-Inn, Landkreis",1993,8.39
"Rottal-Inn, Landkreis",1994,6.92
"Rottal-Inn, Landkreis",1995,7.44
"Rottal-Inn, Landkreis",1996,7.76
"Rottal-Inn, Landkreis",1997,8.32
"Rottal-Inn, Landkreis",1998,8.79
"Rottal-Inn, Landkreis",1999,8.54933691623458
"Rottal-Inn, Landkreis",2000,8.81
"Rottal-Inn, Landkreis",2001,8.0
"Rottal-Inn, Landkreis",2002,9.08
"Rottal-Inn, Landkreis",2003,7.21
"Rottal-Inn, Landkreis",2004,9.31
"Rottal-Inn, Landkreis",2005,9.22
"Rottal-Inn, Landkreis",2006,8.13402155131509
"Rottal-Inn, Landkreis",2007,9.91330176404451
"Rottal-Inn, Landkreis",2008,10.4013356590978
"Rottal-Inn, Landkreis",2009,10.1825720475063
"Rottal-Inn, Landkreis",2010,9.24532363121205
"Rottal-Inn, Landkreis",2011,10.5836570616111
"Rottal-Inn, Landkreis",2012,9.88
"Rottal-Inn, Landkreis",2013,8.00576813492655
"Rottal-Inn, Landkreis",2014,10.078
"Rottal-Inn, Landkreis",2015,7.752
"Rottal-Inn, Landkreis",2016,9.43
"Rottal-Inn, Landkreis",2017,10.46
"Rottal-Inn, Landkreis",2018,10.18
"Rottal-Inn, Landkreis",2019,10.97
"Rottal-Inn, Landkreis",2020,11.59
"Rottal-Inn, Landkreis",2021,10.35
"Straubing-Bogen, Landkreis",1979,6.6
"Straubing-Bogen, Landkreis",1980,5.46
"Straubing-Bogen, Landkreis",1981,6.68
"Straubing-Bogen, Landkreis",1982,6.96
"Straubing-Bogen, Landkreis",1983,5.68
"Straubing-Bogen, Landkreis",1984,6.61
"Straubing-Bogen, Landkreis",1985,6.74
"Straubing-Bogen, Landkreis",1986,7.62
"Straubing-Bogen, Landkreis",1987,6.72
"Straubing-Bogen, Landkreis",1988,8.41
"Straubing-Bogen, Landkreis",1989,7.72
"Straubing-Bogen, Landkreis",1990,7.75
"Straubing-Bogen, Landkreis",1991,8.04
"Straubing-Bogen, Landkreis",1992,7.52
"Straubing-Bogen, Landkreis",1993,8.79
"Straubing-Bogen, Landkreis",1994,7.97
"Straubing-Bogen, Landkreis",1995,7.73
"Straubing-Bogen, Landkreis",1996,8.27
"Straubing-Bogen, Landkreis",1997,8.82
"Straubing-Bogen, Landkreis",1998,8.73
"Straubing-Bogen, Landkreis",1999,8.82058497350642
"Straubing-Bogen, Landkreis",2000,9.56
"Straubing-Bogen, Landkreis",2001,8.93
"Straubing-Bogen, Landkreis",2002,9.72
"Straubing-Bogen, Landkreis",2003,7.62
"Straubing-Bogen, Landkreis",2004,9.35
"Straubing-Bogen, Landkreis",2005,9.63
"Straubing-Bogen, Landkreis",2006,9.0648287262279
"Straubing-Bogen, Landkreis",2007,10.0675865098047
"Straubing-Bogen, Landkreis",2008,10.5121302924572
"Straubing-Bogen, Landkreis",2009,10.7485802620566
"Straubing-Bogen, Landkreis",2010,9.63904196860826
"Straubing-Bogen, Landkreis",2011,11.9409505837244
"Straubing-Bogen, Landkreis",2012,11.17
"Straubing-Bogen, Landkreis",2013,8.32641012424638
"Straubing-Bogen, Landkreis",2014,12.076
"Straubing-Bogen, Landkreis",2015,8.802
"Straubing-Bogen, Landkreis",2016,10.59
"Straubing-Bogen, Landkreis",2017,11.41
"Straubing-Bogen, Landkreis",2018,9.47
"Straubing-Bogen, Landkreis",2019,10.32
"Straubing-Bogen, Landkreis",2020,11.18
"Straubing-Bogen, Landkreis",2021,11.34
"Dingolfing-Landau, Landkreis",1979,6.29
"Dingolfing-Landau, Landkreis",1980,5.1
"Dingolfing-Landau, Landkreis",1981,6.96
"Dingolfing-Landau, Landkreis",1982,8.03
"Dingolfing-Landau, Landkreis",1983,5.89
"Dingolfing-Landau, Landkreis",1984,5.94
"Dingolfing-Landau, Landkreis",1985,7.44
"Dingolfing-Landau, Landkreis",1986,7.68
"Dingolfing-Landau, Landkreis",1987,6.79
"Dingolfing-Landau, Landkreis",1988,8.58
"Dingolfing-Landau, Landkreis",1989,8.41
"Dingolfing-Landau, Landkreis",1990,7.28
"Dingolfing-Landau, Landkreis",1991,7.69
"Dingolfing-Landau, Landkreis",1992,7.77
"Dingolfing-Landau, Landkreis",1993,8.85
"Dingolfing-Landau, Landkreis",1994,7.62
"Dingolfing-Landau, Landkreis",1995,7.37
"Dingolfing-Landau, Landkreis",1996,7.9
"Dingolfing-Landau, Landkreis",1997,9.02
"Dingolfing-Landau, Landkreis",1998,8.79
"Dingolfing-Landau, Landkreis",1999,8.31827375633635
"Dingolfing-Landau, Landkreis",2000,8.97
"Dingolfing-Landau, Landkreis",2001,8.53
"Dingolfing-Landau, Landkreis",2002,9.57
"Dingolfing-Landau, Landkreis",2003,6.91
"Dingolfing-Landau, Landkreis",2004,9.12
"Dingolfing-Landau, Landkreis",2005,9.31
"Dingolfing-Landau, Landkreis",2006,7.83267084250199
"Dingolfing-Landau, Landkreis",2007,9.33406777367122
"Dingolfing-Landau, Landkreis",2008,10.2483213828631
"Dingolfing-Landau, Landkreis",2009,11.0369814731203
"Dingolfing-Landau, Landkreis",2010,9.07523825602333
"Dingolfing-Landau, Landkreis",2011,10.5616916696371
"Dingolfing-Landau, Landkreis",2012,11.29
"Dingolfing-Landau, Landkreis",2013,8.5420205822345
"Dingolfing-Landau, Landkreis",2014,10.551
"Dingolfing-Landau, Landkreis",2015,8.022
"Dingolfing-Landau, Landkreis",2016,10.34
"Dingolfing-Landau, Landkreis",2017,10.29
"Dingolfing-Landau, Landkreis",2018,8.68
"Dingolfing-Landau, Landkreis",2019,10.95
"Dingolfing-Landau, Landkreis",2020,11.67
"Dingolfing-Landau, Landkreis",2021,10.67
"Amberg, kreisfreie Stadt",1979,6.0
"Amberg, kreisfreie Stadt",1980,5.36
"Amberg, kreisfreie Stadt",1981,5.0
"Amberg, kreisfreie Stadt",1982,6.96
"Amberg, kreisfreie Stadt",1983,5.14
"Amberg, kreisfreie Stadt",1984,5.58
"Amberg, kreisfreie Stadt",1985,6.24
"Amberg, kreisfreie Stadt",1986,6.43
"Amberg, kreisfreie Stadt",1987,5.64
"Amberg, kreisfreie Stadt",1988,7.02
"Amberg, kreisfreie Stadt",1989,7.14
"Amberg, kreisfreie Stadt",1990,6.9
"Amberg, kreisfreie Stadt",1995,6.85
"Amberg, kreisfreie Stadt",1996,7.59
"Amberg, kreisfreie Stadt",1997,7.34
"Amberg, kreisfreie Stadt",1998,7.63
"Amberg, kreisfreie Stadt",1999,6.92184857260356
"Amberg, kreisfreie Stadt",2000,7.55
"Amberg, kreisfreie Stadt",2001,7.46
"Amberg, kreisfreie Stadt",2002,7.88
"Amberg, kreisfreie Stadt",2003,6.94
"Amberg, kreisfreie Stadt",2004,7.59
"Amberg, kreisfreie Stadt",2005,9.37
"Amberg, kreisfreie Stadt",2006,8.48497997531165
"Amberg, kreisfreie Stadt",2007,9.13475201825154
"Amberg, kreisfreie Stadt",2008,8.24118717894527
"Amberg, kreisfreie Stadt",2009,9.40328391613592
"Amberg, kreisfreie Stadt",2010,8.73848069713307
"Amberg, kreisfreie Stadt",2011,10.5470731557625
"Amberg, kreisfreie Stadt",2012,9.6
"Amberg, kreisfreie Stadt",2013,7.03850263139756
"Amberg, kreisfreie Stadt",2014,9.123
"Amberg, kreisfreie Stadt",2015,6.001
"Regensburg, kreisfreie Stadt",1979,6.14
"Regensburg, kreisfreie Stadt",1980,5.15
"Regensburg, kreisfreie Stadt",1981,6.5
"Regensburg, kreisfreie Stadt",1982,6.1
"Regensburg, kreisfreie Stadt",1983,5.82
"Regensburg, kreisfreie Stadt",1984,6.23
"Regensburg, kreisfreie Stadt",1985,6.78
"Regensburg, kreisfreie Stadt",1986,7.24
"Regensburg, kreisfreie Stadt",1987,6.23
"Regensburg, kreisfreie Stadt",1988,8.47
"Regensburg, kreisfreie Stadt",1989,8.23
"Regensburg, kreisfreie Stadt",1990,7.3
"Regensburg, kreisfreie Stadt",1991,7.63
"Regensburg, kreisfreie Stadt",1992,7.55
"Regensburg, kreisfreie Stadt",1993,7.84
"Regensburg, kreisfreie Stadt",1994,7.92
"Regensburg, kreisfreie Stadt",1995,7.06
"Regensburg, kreisfreie Stadt",1996,7.71
"Regensburg, kreisfreie Stadt",1997,7.98
"Regensburg, kreisfreie Stadt",1998,9.11
"Regensburg, kreisfreie Stadt",1999,9.06169435774806
"Regensburg, kreisfreie Stadt",2000,9.46
"Regensburg, kreisfreie Stadt",2001,9.1
"Regensburg, kreisfreie Stadt",2002,9.26
"Regensburg, kreisfreie Stadt",2003,6.8
"Regensburg, kreisfreie Stadt",2004,9.09
"Regensburg, kreisfreie Stadt",2005,9.5
"Regensburg, kreisfreie Stadt",2006,8.51510416457311
"Regensburg, kreisfreie Stadt",2007,10.9696803712628
"Regensburg, kreisfreie Stadt",2008,11.1094435010292
"Regensburg, kreisfreie Stadt",2009,9.51343953176691
"Regensburg, kreisfreie Stadt",2010,9.52013378701423
"Regensburg, kreisfreie Stadt",2011,11.6157633334771
"Regensburg, kreisfreie Stadt",2012,10.04
"Regensburg, kreisfreie Stadt",2013,8.10433302986634
"Regensburg, kreisfreie Stadt",2014,11.15
"Regensburg, kreisfreie Stadt",2015,9.002
"Regensburg, kreisfreie Stadt",2016,10.15
"Weiden in der Oberpfalz, kreisfreie Stadt",1987,6.29
"Weiden in der Oberpfalz, kreisfreie Stadt",1988,6.97
"Weiden in der Oberpfalz, kreisfreie Stadt",1989,7.02
"Weiden in der Oberpfalz, kreisfreie Stadt",1990,6.45
"Weiden in der Oberpfalz, kreisfreie Stadt",1995,6.48
"Weiden in der Oberpfalz, kreisfreie Stadt",1996,8.01
"Weiden in der Oberpfalz, kreisfreie Stadt",1997,7.6
"Weiden in der Oberpfalz, kreisfreie Stadt",1998,7.42
"Weiden in der Oberpfalz, kreisfreie Stadt",1999,7.2634202002792
"Weiden in der Oberpfalz, kreisfreie Stadt",2000,7.83
"Weiden in der Oberpfalz, kreisfreie Stadt",2001,7.57
"Weiden in der Oberpfalz, kreisfreie Stadt",2002,7.57
"Weiden in der Oberpfalz, kreisfreie Stadt",2003,6.94
"Weiden in der Oberpfalz, kreisfreie Stadt",2004,7.69
"Weiden in der Oberpfalz, kreisfreie Stadt",2005,9.16
"Weiden in der Oberpfalz, kreisfreie Stadt",2006,8.36448321826581
"Weiden in der Oberpfalz, kreisfreie Stadt",2007,8.99513790443547
"Weiden in der Oberpfalz, kreisfreie Stadt",2008,8.07959527347576
"Weiden in der Oberpfalz, kreisfreie Stadt",2009,9.0127321879897
"Weiden in der Oberpfalz, kreisfreie Stadt",2010,9.01907411401349
"Weiden in der Oberpfalz, kreisfreie Stadt",2011,8.9889828032067
"Weiden in der Oberpfalz, kreisfreie Stadt",2012,9.56
"Weiden in der Oberpfalz, kreisfreie Stadt",2013,8.25515808625343
"Weiden in der Oberpfalz, kreisfreie Stadt",2014,9.833
"Weiden in der Oberpfalz, kreisfreie Stadt",2015,8.602
"Amberg-Sulzbach, Landkreis",1979,5.39
"Amberg-Sulzbach, Landkreis",1980,5.36
"Amberg-Sulzbach, Landkreis",1981,6.45
"Amberg-Sulzbach, Landkreis",1982,6.96
"Amberg-Sulzbach, Landkreis",1983,5.14
"Amberg-Sulzbach, Landkreis",1984,5.58
"Amberg-Sulzbach, Landkreis",1985,5.64
"Amberg-Sulzbach, Landkreis",1986,6.25
"Amberg-Sulzbach, Landkreis",1987,5.54
"Amberg-Sulzbach, Landkreis",1988,6.84
"Amberg-Sulzbach, Landkreis",1989,7.15
"Amberg-Sulzbach, Landkreis",1990,7.12
"Amberg-Sulzbach, Landkreis",1991,6.41
"Amberg-Sulzbach, Landkreis",1992,6.42
"Amberg-Sulzbach, Landkreis",1993,6.91
"Amberg-Sulzbach, Landkreis",1994,6.46
"Amberg-Sulzbach, Landkreis",1995,6.51
"Amberg-Sulzbach, Landkreis",1996,7.4
"Amberg-Sulzbach, Landkreis",1997,7.06
"Amberg-Sulzbach, Landkreis",1998,7.09
"Amberg-Sulzbach, Landkreis",1999,6.63050806664492
"Amberg-Sulzbach, Landkreis",2000,7.42
"Amberg-Sulzbach, Landkreis",2001,7.39
"Amberg-Sulzbach, Landkreis",2002,7.88
"Amberg-Sulzbach, Landkreis",2003,6.85
"Amberg-Sulzbach, Landkreis",2004,7.59
"Amberg-Sulzbach, Landkreis",2005,10.29
"Amberg-Sulzbach, Landkreis",2006,8.48428735412769
"Amberg-Sulzbach, Landkreis",2007,9.07758814485501
"Amberg-Sulzbach, Landkreis",2008,7.22528632733704
"Amberg-Sulzbach, Landkreis",2009,9.40656044773759
"Amberg-Sulzbach, Landkreis",2010,8.66536296207036
"Amberg-Sulzbach, Landkreis",2011,10.6509413788027
"Amberg-Sulzbach, Landkreis",2012,8.94
"Amberg-Sulzbach, Landkreis",2013,7.52497578977055
"Amberg-Sulzbach, Landkreis",2014,10.404
"Amberg-Sulzbach, Landkreis",2015,6.801
"Amberg-Sulzbach, Landkreis",2016,9.14
"Cham, Landkreis",1979,4.57
"Cham, Landkreis",1980,4.0
"Cham, Landkreis",1981,5.5
"Cham, Landkreis",1982,5.5
"Cham, Landkreis",1983,5.29
"Cham, Landkreis",1984,5.83
"Cham, Landkreis",1985,5.42
"Cham, Landkreis",1986,5.63
"Cham, Landkreis",1987,6.14
"Cham, Landkreis",1988,6.56
"Cham, Landkreis",1989,6.78
"Cham, Landkreis",1990,6.3
"Cham, Landkreis",1991,7.58
"Cham, Landkreis",1992,7.05
"Cham, Landkreis",1993,7.71
"Cham, Landkreis",1994,6.58
"Cham, Landkreis",1995,6.2
"Cham, Landkreis",1996,7.58
"Cham, Landkreis",1997,8.46
"Cham, Landkreis",1998,8.18
"Cham, Landkreis",1999,8.26804263461934
"Cham, Landkreis",2000,8.81
"Cham, Landkreis",2001,8.42
"Cham, Landkreis",2002,9.24
"Cham, Landkreis",2003,6.14
"Cham, Landkreis",2004,9.3
"Cham, Landkreis",2005,9.38
"Cham, Landkreis",2006,8.2884736183092
"Cham, Landkreis",2007,9.28893261264232
"Cham, Landkreis",2008,9.1364020527754
"Cham, Landkreis",2009,9.73408906335702
"Cham, Landkreis",2010,8.91835420565304
"Cham, Landkreis",2011,10.2268205421368
"Cham, Landkreis",2012,10.77
"Cham, Landkreis",2013,7.33584421672778
"Cham, Landkreis",2014,11.352
"Cham, Landkreis",2015,8.292
"Cham, Landkreis",2016,10.15
"Cham, Landkreis",2017,10.17
"Cham, Landkreis",2021,10.56
"Neumarkt in der Oberpfalz, Landkreis",1979,5.39
"Neumarkt in der Oberpfalz, Landkreis",1980,4.5
"Neumarkt in der Oberpfalz, Landkreis",1981,4.97
"Neumarkt in der Oberpfalz, Landkreis",1982,6.09
"Neumarkt in der Oberpfalz, Landkreis",1983,5.05
"Neumarkt in der Oberpfalz, Landkreis",1984,5.11
"Neumarkt in der Oberpfalz, Landkreis",1985,5.98
"Neumarkt in der Oberpfalz, Landkreis",1986,6.8
"Neumarkt in der Oberpfalz, Landkreis",1987,5.16
"Neumarkt in der Oberpfalz, Landkreis",1988,6.6
"Neumarkt in der Oberpfalz, Landkreis",1989,6.93
"Neumarkt in der Oberpfalz, Landkreis",1990,6.39
"Neumarkt in der Oberpfalz, Landkreis",1991,5.99
"Neumarkt in der Oberpfalz, Landkreis",1992,6.09
"Neumarkt in der Oberpfalz, Landkreis",1993,7.01
"Neumarkt in der Oberpfalz, Landkreis",1994,7.2
"Neumarkt in der Oberpfalz, Landkreis",1995,6.16
"Neumarkt in der Oberpfalz, Landkreis",1996,7.32
"Neumarkt in der Oberpfalz, Landkreis",1997,6.85
"Neumarkt in der Oberpfalz, Landkreis",1998,6.25
"Neumarkt in der Oberpfalz, Landkreis",1999,6.43962980412029
"Neumarkt in der Oberpfalz, Landkreis",2000,7.07
"Neumarkt in der Oberpfalz, Landkreis",2001,7.58
"Neumarkt in der Oberpfalz, Landkreis",2002,8.31
"Neumarkt in der Oberpfalz, Landkreis",2003,7.66
"Neumarkt in der Oberpfalz, Landkreis",2004,8.57
"Neumarkt in der Oberpfalz, Landkreis",2005,7.9
"Neumarkt in der Oberpfalz, Landkreis",2006,8.16437607418301
"Neumarkt in der Oberpfalz, Landkreis",2007,8.13676241036257
"Neumarkt in der Oberpfalz, Landkreis",2008,8.17775392454947
"Neumarkt in der Oberpfalz, Landkreis",2009,8.32236404304741
"Neumarkt in der Oberpfalz, Landkreis",2010,7.93398808630064
"Neumarkt in der Oberpfalz, Landkreis",2011,10.8815513063176
"Neumarkt in der Oberpfalz, Landkreis",2012,9.23
"Neumarkt in der Oberpfalz, Landkreis",2013,8.6838422352237
"Neumarkt in der Oberpfalz, Landkreis",2014,8.971
"Neumarkt in der Oberpfalz, Landkreis",2015,5.931
"Neumarkt in der Oberpfalz, Landkreis",2017,11.01
"Neumarkt in der Oberpfalz, Landkreis",2018,9.56
"Neumarkt in der Oberpfalz, Landkreis",2021,10.59
"Neustadt an der Waldnaab, Landkreis",1979,6.19
"Neustadt an der Waldnaab, Landkreis",1980,5.0
"Neustadt an der Waldnaab, Landkreis",1981,5.5
"Neustadt an der Waldnaab, Landkreis",1982,5.0
"Neustadt an der Waldnaab, Landkreis",1983,5.02
"Neustadt an der Waldnaab, Landkreis",1984,5.07
"Neustadt an der Waldnaab, Landkreis",1985,5.99
"Neustadt an der Waldnaab, Landkreis",1986,6.27
"Neustadt an der Waldnaab, Landkreis",1987,6.24
"Neustadt an der Waldnaab, Landkreis",1988,6.82
"Neustadt an der Waldnaab, Landkreis",1989,7.04
"Neustadt an der Waldnaab, Landkreis",1990,6.45
"Neustadt an der Waldnaab, Landkreis",1991,6.24
"Neustadt an der Waldnaab, Landkreis",1992,6.04
"Neustadt an der Waldnaab, Landkreis",1993,7.07
"Neustadt an der Waldnaab, Landkreis",1994,7.46
"Neustadt an der Waldnaab, Landkreis",1995,6.37
"Neustadt an der Waldnaab, Landkreis",1996,7.49
"Neustadt an der Waldnaab, Landkreis",1997,7.54
"Neustadt an der Waldnaab, Landkreis",1998,7.33
"Neustadt an der Waldnaab, Landkreis",1999,7.09263438644138
"Neustadt an der Waldnaab, Landkreis",2000,7.4
"Neustadt an der Waldnaab, Landkreis",2001,7.31
"Neustadt an der Waldnaab, Landkreis",2002,7.47
"Neustadt an der Waldnaab, Landkreis",2003,6.93
"Neustadt an der Waldnaab, Landkreis",2004,7.35
"Neustadt an der Waldnaab, Landkreis",2005,6.86
"Neustadt an der Waldnaab, Landkreis",2006,8.40464880394775
"Neustadt an der Waldnaab, Landkreis",2007,8.78962548847514
"Neustadt an der Waldnaab, Landkreis",2008,9.979199923998
"Neustadt an der Waldnaab, Landkreis",2009,9.54705706808248
"Neustadt an der Waldnaab, Landkreis",2010,9.00510008052502
"Neustadt an der Waldnaab, Landkreis",2011,10.8319504587789
"Neustadt an der Waldnaab, Landkreis",2012,9.14
"Neustadt an der Waldnaab, Landkreis",2013,8.24510308249429
"Neustadt an der Waldnaab, Landkreis",2014,10.929
"Neustadt an der Waldnaab, Landkreis",2015,8.762
"Regensburg, Landkreis",1979,6.1
"Regensburg, Landkreis",1980,4.89
"Regensburg, Landkreis",1981,6.86
"Regensburg, Landkreis",1982,7.03
"Regensburg, Landkreis",1983,5.7
"Regensburg, Landkreis",1984,6.43
"Regensburg, Landkreis",1985,7.49
"Regensburg, Landkreis",1986,7.77
"Regensburg, Landkreis",1987,7.22
"Regensburg, Landkreis",1988,8.69
"Regensburg, Landkreis",1989,8.74
"Regensburg, Landkreis",1990,7.42
"Regensburg, Landkreis",1991,8.06
"Regensburg, Landkreis",1992,8.19
"Regensburg, Landkreis",1993,8.8
"Regensburg, Landkreis",1994,7.77
"Regensburg, Landkreis",1995,7.51
"Regensburg, Landkreis",1996,7.52
"Regensburg, Landkreis",1997,9.03
"Regensburg, Landkreis",1998,9.07
"Regensburg, Landkreis",1999,8.95118588997064
"Regensburg, Landkreis",2000,9.25
"Regensburg, Landkreis",2001,9.03
"Regensburg, Landkreis",2002,9.24
"Regensburg, Landkreis",2003,6.65
"Regensburg, Landkreis",2004,8.69
"Regensburg, Landkreis",2005,9.06
"Regensburg, Landkreis",2006,8.45767636330049
"Regensburg, Landkreis",2007,9.74394113369832
"Regensburg, Landkreis",2008,9.81336135587335
"Regensburg, Landkreis",2009,9.98007369402855
"Regensburg, Landkreis",2010,9.14394747938647
"Regensburg, Landkreis",2011,10.7226411444472
"Regensburg, Landkreis",2012,10.95
"Regensburg, Landkreis",2013,7.57223840611562
"Regensburg, Landkreis",2014,10.704
"Regensburg, Landkreis",2015,7.001
"Regensburg, Landkreis",2016,10.83
"Regensburg, Landkreis",2017,11.69
"Regensburg, Landkreis",2018,9.26
"Regensburg, Landkreis",2019,9.76
"Regensburg, Landkreis",2020,10.07
"Regensburg, Landkreis",2021,10.28
"Schwandorf, Landkreis",1979,5.11
"Schwandorf, Landkreis",1980,4.95
"Schwandorf, Landkreis",1981,5.58
"Schwandorf, Landkreis",1982,6.56
"Schwandorf, Landkreis",1983,5.29
"Schwandorf, Landkreis",1984,6.2
"Schwandorf, Landkreis",1985,6.02
"Schwandorf, Landkreis",1986,6.42
"Schwandorf, Landkreis",1987,5.96
"Schwandorf, Landkreis",1988,7.36
"Schwandorf, Landkreis",1989,6.95
"Schwandorf, Landkreis",1990,6.07
"Schwandorf, Landkreis",1991,7.06
"Schwandorf, Landkreis",1992,6.6
"Schwandorf, Landkreis",1993,7.15
"Schwandorf, Landkreis",1994,7.05
"Schwandorf, Landkreis",1995,6.97
"Schwandorf, Landkreis",1996,7.91
"Schwandorf, Landkreis",1997,7.63
"Schwandorf, Landkreis",1998,7.59
"Schwandorf, Landkreis",1999,7.74563896876247
"Schwandorf, Landkreis",2000,8.28
"Schwandorf, Landkreis",2001,8.08
"Schwandorf, Landkreis",2002,7.68
"Schwandorf, Landkreis",2003,6.35
"Schwandorf, Landkreis",2004,7.58
"Schwandorf, Landkreis",2005,8.56
"Schwandorf, Landkreis",2006,8.10168500271796
"Schwandorf, Landkreis",2007,8.8494789550127
"Schwandorf, Landkreis",2008,8.51089192340626
"Schwandorf, Landkreis",2009,8.18463940806551
"Schwandorf, Landkreis",2010,8.53943142362271
"Schwandorf, Landkreis",2011,9.80906629786331
"Schwandorf, Landkreis",2012,10.21
"Schwandorf, Landkreis",2013,7.03979637664989
"Schwandorf, Landkreis",2014,11.129
"Schwandorf, Landkreis",2015,6.321
"Schwandorf, Landkreis",2016,10.02
"Schwandorf, Landkreis",2017,10.28
"Schwandorf, Landkreis",2018,6.45
"Schwandorf, Landkreis",2019,8.47
"Schwandorf, Landkreis",2020,9.93
"Schwandorf, Landkreis",2021,9.67
"Tirschenreuth, Landkreis",1979,4.99
"Tirschenreuth, Landkreis",1980,4.2
"Tirschenreuth, Landkreis",1981,5.5
"Tirschenreuth, Landkreis",1982,5.0
"Tirschenreuth, Landkreis",1983,5.02
"Tirschenreuth, Landkreis",1984,4.92
"Tirschenreuth, Landkreis",1985,5.52
"Tirschenreuth, Landkreis",1986,7.04
"Tirschenreuth, Landkreis",1987,5.93
"Tirschenreuth, Landkreis",1988,6.94
"Tirschenreuth, Landkreis",1989,6.97
"Tirschenreuth, Landkreis",1990,6.28
"Tirschenreuth, Landkreis",1991,6.56
"Tirschenreuth, Landkreis",1992,5.77
"Tirschenreuth, Landkreis",1993,7.12
"Tirschenreuth, Landkreis",1994,7.07
"Tirschenreuth, Landkreis",1996,7.9
"Tirschenreuth, Landkreis",1997,7.7
"Tirschenreuth, Landkreis",1998,7.39
"Tirschenreuth, Landkreis",1999,6.86157122654315
"Tirschenreuth, Landkreis",2000,7.28
"Tirschenreuth, Landkreis",2001,7.18
"Tirschenreuth, Landkreis",2002,7.59
"Tirschenreuth, Landkreis",2003,6.56
"Tirschenreuth, Landkreis",2004,8.02
"Tirschenreuth, Landkreis",2005,7.46
"Tirschenreuth, Landkreis",2006,8.04315853281022
"Tirschenreuth, Landkreis",2007,10.2018027452744
"Tirschenreuth, Landkreis",2008,8.05939628529207
"Tirschenreuth, Landkreis",2009,8.56209557859022
"Tirschenreuth, Landkreis",2010,8.51801444101274
"Tirschenreuth, Landkreis",2011,7.99020693618373
"Tirschenreuth, Landkreis",2012,8.85
"Tirschenreuth, Landkreis",2013,7.0485576351567
"Tirschenreuth, Landkreis",2014,9.123
"Tirschenreuth, Landkreis",2015,4.501
"Bamberg, kreisfreie Stadt",1979,5.17
"Bamberg, kreisfreie Stadt",1980,4.0
"Bamberg, kreisfreie Stadt",1981,6.2
"Bamberg, kreisfreie Stadt",1982,6.0
"Bamberg, kreisfreie Stadt",1985,5.62
"Bamberg, kreisfreie Stadt",1986,6.79
"Bamberg, kreisfreie Stadt",1991,6.46
"Bamberg, kreisfreie Stadt",1992,6.35
"Bamberg, kreisfreie Stadt",1993,6.78
"Bamberg, kreisfreie Stadt",1994,6.02
"Bayreuth, kreisfreie Stadt",1979,6.2
"Bayreuth, kreisfreie Stadt",1980,4.14
"Bayreuth, kreisfreie Stadt",1981,4.4
"Bayreuth, kreisfreie Stadt",1982,4.7
"Bayreuth, kreisfreie Stadt",1983,5.02
"Bayreuth, kreisfreie Stadt",1984,4.97
"Bayreuth, kreisfreie Stadt",1985,6.03
"Bayreuth, kreisfreie Stadt",1986,6.29
"Bayreuth, kreisfreie Stadt",1987,4.92
"Bayreuth, kreisfreie Stadt",1988,7.52
"Bayreuth, kreisfreie Stadt",1989,7.52
"Bayreuth, kreisfreie Stadt",1990,7.02
"Bayreuth, kreisfreie Stadt",1991,7.46
"Bayreuth, kreisfreie Stadt",1992,6.52
"Bayreuth, kreisfreie Stadt",1993,7.16
